207	206	523934681	2016-09-28 06:53:56	2016-09-28 06:55:03	2016-09-28 06:55:03
208	207	565849721	2016-09-28 06:53:57	2016-09-28 06:55:03	2016-09-28 06:55:03
209	208	560277148	2016-09-28 06:53:56	2016-09-28 06:55:03	2016-09-28 06:55:03
210	209	208214333	2016-09-28 06:53:46	2016-09-28 06:55:03	2016-09-28 06:55:03
211	210	23844025	2016-09-28 06:53:41	2016-09-28 06:55:03	2016-09-28 06:55:03
212	211	226365392	2016-09-28 06:53:40	2016-09-28 06:55:03	2016-09-28 06:55:03
213	212	152158949	2016-09-28 06:53:34	2016-09-28 06:55:04	2016-09-28 06:55:04
214	213	126345741	2016-09-28 11:50:01	2016-09-28 11:50:02	2016-09-28 11:50:02
215	214	269340	2016-09-28 11:49:49	2016-09-28 11:50:03	2016-09-28 11:50:03
216	215	78368924	2016-09-28 13:32:45	2016-09-28 13:33:03	2016-09-28 13:33:03
217	216	622372210	2016-10-05 02:53:18	2016-10-05 02:54:03	2016-10-05 02:54:03
218	217	610285118	2016-10-05 02:53:13	2016-10-05 02:54:03	2016-10-05 02:54:03
219	218	605274504	2016-10-05 02:53:08	2016-10-05 02:54:03	2016-10-05 02:54:03
220	219	593801967	2016-10-05 02:53:12	2016-10-05 02:54:03	2016-10-05 02:54:03
221	220	587315161	2016-10-05 02:53:15	2016-10-05 02:54:03	2016-10-05 02:54:03
222	221	256497	2016-10-05 02:52:35	2016-10-05 02:54:03	2016-10-05 02:54:03
223	222	52828371	2016-10-05 02:52:40	2016-10-05 02:54:03	2016-10-05 02:54:03
224	223	136647805	2016-10-05 02:52:42	2016-10-05 02:54:03	2016-10-05 02:54:03
225	217	610285118	2016-10-05 02:57:10	2016-10-05 06:31:03	2016-10-05 06:31:03
226	218	605274504	2016-10-05 02:57:06	2016-10-05 06:31:03	2016-10-05 06:31:03
227	219	593801967	2016-10-05 02:57:15	2016-10-05 06:31:03	2016-10-05 06:31:03
228	220	587315161	2016-10-05 02:57:16	2016-10-05 06:31:04	2016-10-05 06:31:04
229	221	256497	2016-10-05 02:56:35	2016-10-05 06:31:04	2016-10-05 06:31:04
230	222	52828371	2016-10-05 02:56:38	2016-10-05 06:31:05	2016-10-05 06:31:05
231	223	136647805	2016-10-05 02:56:40	2016-10-05 06:31:05	2016-10-05 06:31:05
232	224	214514200	2016-10-05 08:41:52	2016-10-05 08:42:03	2016-10-05 08:42:03
233	225	652104229	2016-10-12 06:48:52	2016-10-12 06:49:03	2016-10-12 06:49:03
234	226	636266552	2016-10-12 06:49:36	2016-10-12 06:50:03	2016-10-12 06:50:03
235	227	627250245	2016-10-12 06:49:17	2016-10-12 06:50:03	2016-10-12 06:50:03
236	228	609646141	2016-10-12 06:48:58	2016-10-12 06:50:04	2016-10-12 06:50:04
237	229	604996902	2016-10-12 06:48:51	2016-10-12 06:50:04	2016-10-12 06:50:04
238	230	597857004	2016-10-12 06:48:48	2016-10-12 06:50:05	2016-10-12 06:50:05
239	231	29019013	2016-10-12 06:47:30	2016-10-12 06:50:06	2016-10-12 06:50:06
240	232	356521139	2016-10-12 06:48:22	2016-10-12 06:50:06	2016-10-12 06:50:06
241	233	132642327	2016-10-12 06:47:49	2016-10-12 06:50:07	2016-10-12 06:50:07
242	234	203781260	2016-10-12 09:08:01	2016-10-12 09:08:02	2016-10-12 09:08:02
243	235	139854304	2016-10-12 13:25:20	2016-10-12 13:26:02	2016-10-12 13:26:02
244	236	160700970	2016-10-12 20:25:59	2016-10-12 20:26:02	2016-10-12 20:26:02
245	237	9941814	2016-10-12 20:25:53	2016-10-12 20:26:02	2016-10-12 20:26:02
246	238	8221728	2016-10-12 20:25:53	2016-10-12 20:26:02	2016-10-12 20:26:02
247	239	256746	2016-10-12 20:59:24	2016-10-12 21:00:02	2016-10-12 21:00:02
248	240	538162837	2016-10-19 06:53:51	2016-10-19 06:54:03	2016-10-19 06:54:03
249	241	172938143	2016-10-19 06:53:30	2016-10-19 06:54:04	2016-10-19 06:54:04
250	242	18691559	2016-10-19 06:53:22	2016-10-19 06:54:04	2016-10-19 06:54:04
251	243	77555455	2016-10-19 06:53:25	2016-10-19 06:54:05	2016-10-19 06:54:05
252	244	192210490	2016-10-19 06:53:30	2016-10-19 06:54:05	2016-10-19 06:54:05
253	245	187492715	2016-10-19 12:26:47	2016-10-19 12:27:03	2016-10-19 12:27:03
254	246	193933514	2016-10-26 02:33:58	2016-10-26 02:34:03	2016-10-26 02:34:03
255	247	371569468	2016-10-26 02:34:06	2016-10-26 02:35:04	2016-10-26 02:35:04
256	248	79656427	2016-10-26 02:33:53	2016-10-26 02:35:04	2016-10-26 02:35:04
257	249	195341542	2016-10-26 06:44:39	2016-10-26 06:45:03	2016-10-26 06:45:03
258	250	55267896	2016-10-26 11:48:11	2016-10-26 11:49:02	2016-10-26 11:49:02
259	251	110775218	2016-10-26 13:55:04	2016-10-26 13:56:02	2016-10-26 13:56:02
260	252	106710265	2016-10-26 15:38:35	2016-10-26 15:39:03	2016-10-26 15:39:03
261	253	168690695	2016-11-02 06:35:00	2016-11-02 06:35:03	2016-11-02 06:35:03
262	254	79331913	2016-11-02 06:34:54	2016-11-02 06:35:03	2016-11-02 06:35:03
263	255	260344651	2016-11-02 06:35:04	2016-11-02 06:36:02	2016-11-02 06:36:02
264	256	159200631	2016-11-02 06:35:00	2016-11-02 06:36:02	2016-11-02 06:36:02
265	257	9742470	2016-11-02 09:51:26	2016-11-02 09:52:02	2016-11-02 09:52:02
266	258	106070801	2016-11-02 09:51:30	2016-11-02 09:52:02	2016-11-02 09:52:02
267	259	139857113	2016-11-03 08:12:47	2016-11-03 08:13:03	2016-11-03 08:13:03
268	260	174890282	2016-11-09 07:48:47	2016-11-09 07:49:02	2016-11-09 07:49:02
269	261	96469653	2016-11-09 07:48:41	2016-11-09 07:49:02	2016-11-09 07:49:02
270	262	195569297	2016-11-09 07:48:45	2016-11-09 07:49:02	2016-11-09 07:49:02
271	263	245411372	2016-11-09 07:48:48	2016-11-09 07:49:02	2016-11-09 07:49:02
272	264	5149224	2016-11-09 07:48:34	2016-11-09 07:49:02	2016-11-09 07:49:02
273	265	177893069	2016-11-09 12:09:25	2016-11-09 12:10:04	2016-11-09 12:10:04
274	266	114257662	2016-11-10 09:33:15	2016-11-10 09:34:03	2016-11-10 09:34:03
275	267	870112086	2016-11-16 08:06:27	2016-11-16 08:07:03	2016-11-16 08:07:03
276	268	151151455	2016-11-16 08:05:45	2016-11-16 08:07:04	2016-11-16 08:07:04
277	269	279823962	2016-11-16 08:05:48	2016-11-16 08:07:05	2016-11-16 08:07:05
278	270	98099096	2016-11-16 08:05:41	2016-11-16 08:07:06	2016-11-16 08:07:06
279	271	230236174	2016-11-16 08:05:47	2016-11-16 08:07:07	2016-11-16 08:07:07
280	272	185399811	2016-11-16 08:05:45	2016-11-16 08:07:08	2016-11-16 08:07:08
281	273	167227404	2016-11-16 12:02:14	2016-11-16 12:03:04	2016-11-16 12:03:04
282	274	133710952	2016-11-16 15:41:52	2016-11-16 15:42:03	2016-11-16 15:42:03
283	275	406158	2016-11-17 08:01:18	2016-11-17 08:02:03	2016-11-17 08:02:03
284	276	70775967	2016-11-23 10:27:41	2016-11-23 10:28:02	2016-11-23 10:28:02
285	277	177461769	2016-11-23 10:27:51	2016-11-23 10:28:02	2016-11-23 10:28:02
286	278	205446448	2016-11-23 10:28:03	2016-11-23 10:29:02	2016-11-23 10:29:02
287	279	41144628	2016-11-23 10:28:07	2016-11-23 10:29:02	2016-11-23 10:29:02
288	280	202650593	2016-11-23 13:16:49	2016-11-23 13:17:02	2016-11-23 13:17:02
289	281	131308426	2016-11-23 18:10:00	2016-11-23 18:10:02	2016-11-23 18:10:02
290	282	539089355	2016-12-01 05:52:28	2016-12-01 05:53:02	2016-12-01 05:53:02
291	283	103227760	2016-12-01 05:52:04	2016-12-01 05:53:02	2016-12-01 05:53:02
292	284	52045206	2016-12-01 05:52:00	2016-12-01 05:53:02	2016-12-01 05:53:02
293	285	230017560	2016-12-01 05:52:12	2016-12-01 05:53:02	2016-12-01 05:53:02
294	286	18536428	2016-12-01 05:51:58	2016-12-01 05:53:02	2016-12-01 05:53:02
295	287	24762064	2016-12-01 05:51:58	2016-12-01 05:53:02	2016-12-01 05:53:02
296	288	100694203	2016-12-01 05:52:02	2016-12-01 05:53:02	2016-12-01 05:53:02
297	289	446964712	2016-12-07 08:17:25	2016-12-07 08:18:02	2016-12-07 08:18:02
298	290	78611407	2016-12-07 08:17:37	2016-12-07 08:18:02	2016-12-07 08:18:02
299	291	132500605	2016-12-07 08:17:56	2016-12-07 08:18:02	2016-12-07 08:18:02
300	292	204545146	2016-12-07 08:18:22	2016-12-07 08:19:02	2016-12-07 08:19:02
