42	WF6MQEgEeBQ	2016-08-22 13:32:32	2015-10-29 11:35:23
43	pTSH0tE46Ws	2016-08-22 13:32:32	2015-10-28 17:06:22
44	o9x0mQVZIz8	2016-08-22 13:32:32	2015-10-28 16:58:39
45	ABSfjpG3xEI	2016-08-22 13:32:32	2015-10-28 10:46:09
46	UJX8HC8cSpI	2016-08-22 13:32:32	2015-10-28 08:42:04
47	AnItrZxIRR4	2016-08-22 13:32:32	2015-10-27 17:37:42
48	xJcCxPNJkts	2016-08-22 13:32:32	2015-10-21 10:02:28
49	VRavO3hh2G4	2016-08-22 13:32:32	2015-10-14 11:34:28
50	pFE5XShSxek	2016-08-31 11:59:09	2016-08-31 11:58:28
51	F-dfn8CZKFg	2016-08-31 12:00:09	2016-08-31 11:59:32
52	qvpxOiDrekI	2016-09-14 12:40:13	2016-09-14 12:39:05
53	nTaqLVUYTuM	2016-09-28 11:59:10	2016-09-28 11:58:47
54	HJNg9DMvg24	2016-10-05 13:54:09	2016-10-05 13:53:39
55	7ebA66c1Jdg	2016-10-12 13:04:10	2016-10-12 13:03:39
56	tkbn4cV3GFI	2016-10-12 13:04:10	2016-10-12 13:03:25
57	5oDVDgZ9-Uc	2016-10-19 14:23:11	2016-10-19 14:22:45
58	3k1BlPAn2Rk	2016-10-19 15:05:12	2016-10-19 14:23:03
59	Fmj8X0RWHng	2016-10-26 12:45:10	2016-10-26 12:44:41
60	86ioPn4rFko	2016-11-09 13:56:12	2016-11-09 13:55:33
61	IqSlg2FlxaI	2016-11-23 12:31:34	2016-11-23 12:29:06
62	JYrCc9VjpV4	2016-11-23 12:38:18	2016-11-23 12:37:10
63	xaffFaelW5I	2016-11-23 12:38:18	2016-11-23 12:37:38
64	_TVsOfilA1E	2016-12-07 12:34:10	2016-12-07 12:21:15
65	BvN3AzI3GeA	2016-12-07 12:39:10	2016-12-07 12:21:15
66	40hj4PUBbQ4	2016-12-07 12:40:10	2016-12-07 12:21:16
67	dbxB5lyCLFg	2016-12-21 14:32:16	2016-12-21 14:25:04
68	M2qmPbQRnrY	2016-12-21 14:37:10	2016-12-21 14:25:04
69	X7HIvo_0Of8	2017-01-25 14:29:10	2017-01-25 14:28:42
70	Ds5lNaoVazw	2017-01-25 14:30:12	2017-01-25 14:29:01
71	gCbXkZC_ykE	2017-01-25 14:30:12	2017-01-25 14:28:49
72	qEGCAHU24MU	2017-01-25 14:37:11	2017-01-25 14:36:28
73	RrRVTjIvak0	2017-01-25 14:37:11	2017-01-25 14:36:18
74	QbdGK6aP3lg	2017-01-25 14:37:11	2017-01-25 14:36:06
75	zqO_ISWLfVM	2017-02-02 15:37:09	2017-02-02 15:36:35
76	c1WJfgBMhmE	2017-02-22 15:04:17	2017-02-22 14:45:05
77	78gi1U4Fb7w	2017-02-22 15:22:13	2017-02-22 14:45:05
78	ed2qLon0smA	2017-02-22 15:29:12	2017-02-22 14:45:05
79	GmDzng0xwcU	2017-02-24 10:22:09	2017-02-24 10:21:18
80	CpPij75_JPU	2017-02-24 14:38:10	2017-02-24 14:36:45
81	DgJ1HHJbtow	2017-02-24 14:53:10	2017-02-24 14:36:45
82	RkoHfqPtFOw	2017-04-08 08:42:10	2017-04-08 08:40:11
83	jqthHQ-sU04	2017-04-13 16:30:11	2017-04-13 16:25:22
84	c7IF5hRCqOU	2017-04-13 16:30:11	2017-04-13 16:25:23
85	f87xYWCrQe8	2017-04-13 16:30:11	2017-04-13 16:25:23
86	-3HNeBeA4xg	2017-04-13 16:31:10	2017-04-13 16:25:24
87	YAuKd_d5UDM	2017-05-17 13:23:41	2017-05-17 13:17:55
88	2KfrzdqVLOI	2017-05-17 13:39:07	2017-05-17 13:17:55
89	5X3UIbEpMJ4	2017-05-17 13:40:07	2017-05-17 13:17:55
90	FVNXdeHDGLM	2017-05-24 14:36:07	2017-05-24 14:34:53
91	bD2mdBY3R_0	2017-05-24 14:36:07	2017-05-24 14:35:39
92	ij9mDToYj44	2017-05-24 14:36:07	2017-05-24 14:35:20
93	EYGpdjJtx5E	2017-05-24 14:37:07	2017-05-24 14:36:38
94	JeNyWC_KDSk	2017-05-24 14:37:07	2017-05-24 14:36:16
95	E7qjvXvd7Vk	2017-05-24 14:38:07	2017-05-24 14:36:58
96	Ye9yotpr83g	2017-05-24 14:38:07	2017-05-24 14:37:23
97	RHYuQqPiaX0	2017-05-24 14:39:08	2017-05-24 14:38:14
98	lyoAmxdB9SI	2017-05-24 14:39:08	2017-05-24 14:37:50
99	MIdcuFsOm8A	2017-05-24 14:43:18	2017-05-24 14:42:28
100	6jIVf1d9jRU	2017-05-24 14:43:18	2017-05-24 14:42:47
101	bUChNvrTYqI	2017-05-24 14:43:18	2017-05-24 14:41:48
102	wf8ZPIyCbgE	2017-05-24 14:44:41	2017-05-24 14:43:20
103	WlScZsviXlM	2017-06-08 15:37:07	2017-06-08 15:34:24
104	hpg4Ax5RUjE	2017-06-21 13:10:10	2017-06-21 13:07:25
105	fYJxgTeM1Fo	2017-06-21 13:29:16	2017-06-21 13:07:25
106	lCN2SSKubMM	2017-06-21 13:46:09	2017-06-21 13:07:25
107	d3pavCdoFL0	2017-07-05 16:00:11	2017-07-05 15:59:24
108	D-AUBBd7vCk	2017-07-20 13:16:10	2017-07-20 13:15:35
109	MWI7pSelqhU	2017-08-29 09:40:05	2017-08-29 09:39:42
110	b7WzCYx4rPs	2017-08-29 09:40:05	2017-08-29 09:39:46
111	u6F0dPfFfuQ	2017-08-31 13:32:12	2017-08-31 13:31:47
112	EGJVuGlEy-M	2017-08-31 14:43:06	2017-08-31 14:41:55
113	ekzKV-_vWCs	2017-09-01 10:07:08	2017-09-01 10:05:37
114	Bk5wpYWLC0k	2017-09-20 14:04:09	2017-09-20 14:03:35
115	g0wwwvGqITc	2017-09-27 07:41:07	2017-09-27 07:40:23
116	9OZtWLS_A1o	2017-09-27 07:45:08	2017-09-27 07:44:25
117	PqUy29hdIqg	2017-09-28 10:23:06	2017-09-28 10:22:33
118	wEx_syNYtwU	2017-09-28 11:09:06	2017-09-28 11:08:40
119	eZYBwXcBzFc	2017-09-28 11:09:06	2017-09-28 11:08:44
120	ADxFWBhgeSk	2017-09-28 11:10:06	2017-09-28 11:08:49
121	_LgIXIEQtgs	2017-09-28 11:10:06	2017-09-28 11:09:01
122	Mz5727an1nU	2017-09-28 11:10:06	2017-09-28 11:08:53
123	qIkkg9nE79I	2017-10-11 12:19:06	2017-10-11 12:17:48
124	jMsISAaB1aQ	2017-10-12 19:43:06	2017-10-12 19:41:53
125	wGLejOjECjg	2017-11-02 12:42:05	2017-11-02 12:39:59
126	mxyXr2ZxMTc	2017-11-03 13:22:05	2017-11-03 13:21:09
127	AmolpjtMUtg	2017-11-03 13:22:05	2017-11-03 13:21:09
128	VWFAQN48g20	2017-11-07 17:05:06	2017-11-07 17:04:01
129	JEn69fnUkbA	2017-11-13 17:05:05	2017-11-13 17:04:10
130	kAr-I-He56Q	2017-11-15 11:07:04	2017-11-15 11:05:10
131	uzE6B6YtROA	2017-11-15 11:08:04	2017-11-15 11:05:15
132	wrpdwBtIOus	2017-11-29 15:07:06	2017-11-29 15:06:24
133	D6CM6yPzxAw	2017-12-21 19:06:06	2017-12-21 19:05:00
134	rVO9aZriOnw	2017-12-21 19:07:07	2017-12-21 19:05:20
135	rtjEgUQWlps	2017-12-21 19:07:07	2017-12-21 19:05:37
136	7F7CSdDfGVE	2018-01-17 14:18:05	2018-01-17 14:14:15
137	bzoCadFcWYs	2018-01-17 19:25:06	2018-01-17 14:14:15
138	Z6avETrX_44	2018-01-18 00:23:05	2018-01-17 14:14:16
139	CpmWZXZX-jQ	2018-02-28 17:13:10	2018-02-28 17:11:54
140	n4H0jEKH_bY	2018-03-02 11:08:07	2018-03-02 11:07:14
141	NdRyTNmgcXY	2018-03-02 11:25:06	2018-03-02 11:23:54
142	ORc-TMpvGtw	2018-03-02 11:25:06	2018-03-02 11:23:54
143	FIr8miPWSKU	2018-03-02 11:26:08	2018-03-02 11:23:54
144	ozpNNFYTqjY	2018-03-14 13:30:06	2018-03-14 13:08:16
145	-D4Z1tsXml0	2018-03-14 13:42:05	2018-03-14 13:08:16
146	SEu-lvTfnUw	2018-03-14 13:51:06	2018-03-14 13:08:16
147	4bHYrvRg7f0	2018-03-14 14:10:06	2018-03-14 13:08:16
148	HyVpWHM5mR8	2018-03-14 14:28:06	2018-03-14 14:27:20
149	Zv7l2zFfSxg	2018-03-21 15:14:05	2018-03-21 15:09:38
150	7gugZHD4b4s	2018-03-21 15:36:05	2018-03-21 15:09:39
151	aFoJibEh1BE	2018-04-04 19:24:06	2018-04-04 19:23:09
152	TjHO8hDIYxk	2018-04-10 12:48:06	2018-04-10 12:47:38
153	KWmADSkjqKg	2018-04-10 12:48:06	2018-04-10 12:47:36
154	a3dmUoHe4uI	2018-04-10 12:49:07	2018-04-10 12:47:39
155	ahy18MtKEEA	2018-05-09 12:38:11	2018-05-09 12:37:25
156	WjyJrg2VyZY	2018-05-09 12:39:08	2018-05-09 12:38:30
157	tzlsFezTg08	2018-05-09 12:40:09	2018-05-09 12:39:11
158	OVXEgp5UG_E	2018-05-09 12:41:09	2018-05-09 12:39:53
159	hKXpIntzoMU	2018-05-18 09:45:12	2018-05-18 09:44:33
160	5iaEQLItHc4	2018-05-18 09:46:08	2018-05-18 09:45:02
161	-kzloITrQLY	2018-05-18 09:47:11	2018-05-18 09:46:31
162	QodI5fKxKXU	2018-05-18 09:47:11	2018-05-18 09:45:34
163	l5ZPl_22v0w	2018-06-05 16:03:07	2018-06-05 16:00:41
